,Date,User,Text
765,December 2015,henryn,"abacomike said:
Just turned over 400 miles on the CLS400's odometer - and the car is 4 weeks old today.  I went up to the Boca Mall and stopped into Apple to get a new USB 6 foot cable to charge my phone.  The 2 foot cable is starting to fray a little which is a problem with the Apple cables.  They last about a year.

The mall was empty at 9:15 this morning.
That does not sound good. Four days before Christmas, and the mall is empty? I usually avoid malls on general principles, and for sure during the month of December. But this cannot be a good sign for the economy.

I know that we are already sliding into a recession here in Houston, with a genuine depression sure to follow soon afterwards. But I thought the rest of the country was doing fairly well economically?

2018 Ford F150 XLT Crew Cab, 2016 Chrysler Town & Country Touring"
766,December 2015,henryn,"abacomike said:
show previous quotes









Well, Mike, it's your money, and your decision about spending versus leaving to the kids. I am planning to help my two granddaughters get through college (a very expensive undertaking), and I have some real estate to leave behind. But I plan to spend my money, and enjoy every bit of it.

On the subject of the TV: earlier this year I purchased a 70 inch smart HDTV for about $900 (including TT&L). One of the best purchases I have ever made. Absolutely beautiful, and every time I watch it I'm glad I spent the money.


2018 Ford F150 XLT Crew Cab, 2016 Chrysler Town & Country Touring"
767,December 2015,henryn,"verdugo said:
show previous quotes

Can't you set up car payment from your online banking account? Any halfway decent bank or credit union should let you do that online. If you don't know how, call their tech support number.

It might be a pain, but you'll save yourself having to go to the bank.

Join a credit union, a small friendly one. After I purchased this last new pickup, I refinanced through my credit union. We did everything over the phone / through the mail. And 1.59% financing to boot.
2018 Ford F150 XLT Crew Cab, 2016 Chrysler Town & Country Touring"
768,December 2015,stever,"henryn said:

I stuck an ""unadorned"" BLOCKQUOTE in your post and that seemed to help. Kind of a pain, especially when the quotes get nested. On the other hand, the forums rarely go down any more, and when it does break, it's only a brief interruption.

Jalousie windows - haven't thought about them for years. My first house was a ""summer"" house, cabin really, in Chattanooga and those windows were cold sieves.

My wife needed a picture frame for a gift and hit Target around 10 am this morning. I did some painting in the garage and barely got the ladder out of the way by the time she got back. We both figured it would be a zoo but it was tame shopping that early."
769,December 2015,ab348,"henryn said:



Sounds like the same problem I had the other night. I think the Vanilla software must have won a low-bid tender in order to be chosen.
2017 Cadillac ATS Performance Premium 3.6, 1968 Oldsmobile Cutlass S Holiday Coupe"
770,December 2015,qbrozen,"abacomike said:
Just turned over 400 miles on the CLS400's odometer - and the car is 4 weeks old today.  I went up to the Boca Mall and stopped into Apple to get a new USB 6 foot cable to charge my phone.  The 2 foot cable is starting to fray a little which is a problem with the Apple cables.  They last about a year.

The mall was empty at 9:15 this morning.
FYI, I have had really good experience so far with the Amazon-branded iphone cables. Cheaper and sturdier and no compatibility conflicts. I think the one in my car is about 2 years old now and still looks new. I also have one on my nightstand for nighttime charging. The kids use that one alot, too, and that's also still perfect. My wife, on the other hand, has managed to break the ends off the 2 she has, although they still function. Not sure what she does to them. But, this is the same woman who could destroy an Apple-brand cable in about 3 months.
'17 F150 Crew 2.7; '67 Coronet R/T; '14 Town&Country Limited; '09 LR2 HSE. 44-car history and counting!"
771,December 2015,stickguy,"I started buying Amazon HDMI CABLES. excellent quality from what I can tell, and super cheaper, especially in multi packs.
2018 Hyundai Elantra Sport (mine), and 2013 Acura RDX AWD (wife's)"
772,December 2015,roadburner,"stickguy said:
I started buying Amazon HDMI CABLES. excellent quality from what I can tell, and super cheaper, especially in multi packs.
I still prefer Blue Jeans Cable for inteconnects and cables.
Mine: 1995 318ti Club Sport / 2014 M235i / 1999 Wrangler / 1996 Speed Triple Challenge Cup Replica Wife's: 2016 i3 REX/2009 Cooper Clubman Son's: 2009 328i"
773,December 2015,graphicguy,"Just adding educational mataral that may save your life (especially you, OldFarmer, given you're a pro driver)......

2018 Acura TLX SH AWD ASpec"
774,December 2015,Mr_Shiftright,"I love my truck more than bacon itself.
MODERATOR --Need help with anything? Click on my name!
Share Your Vehicle Reviews Here"
775,December 2015,abacomike,"
I'll agree with those ""words in my mouth"", driver.  Add to that a Stingray, a Porsche, a Rolls Royce Ghost and a Harley Davidson touring bike and I'm set for life!  
2018 Mercedes S450"
776,December 2015,oldfarmer50,"henryn said:
show previous quotes

I owned a 2004 Grand Marquis, and it never got that kind of mileage. More like 20 or 21 on the highway, and 14 in town. And I always keep written records, record every fill up, do the math myself (never trust a lie-o-meter).

My new 2015 F150 is actually doing 20 mpg overall, for the first 1200 miles. Which sames amazing to me.
Maybe different gearing. Mine has an ""economy"" 3.09 rear which takes some of the off the line guts away. Make for better cruising milage.

Maybe my lie-o-meter isn't being honest.
2015 Mustang GT, 2009 PT Cruiser, 2004 Chevy Van, 2000 Chrysler Sebring convertible"
777,December 2015,fezo,"Hi, folks. Don't mind me. Have been in a slump. Will catch up. Right now I need a nap, but not to worry. It's from too much fun last night.

Was at Sloan Kettering Monday. Everything is looking good but other tests they took blood for take a week to get a result. a key one takes two weeks. If all goes well by next week they'll step up the vaccine regimen. I think come spring I'll be OK for the first time in a dozen years. Definitely a bit of Rip Van Winkle there.

The rotator cuff is coming along. Don't have to do crazy ways to grab the seat belt anymore.

Well, I did have one issue with a seat belt in the Miata which is still up in the air as to whether they total it or not. If they don't no problem. $500. If they do I want to see if I can collect the money, add a little of my own and get it done. Great body shop. Worst case scenario is I pocket the insurance check. The reason things are going so long is they need to tear the front down, particularly the front bumper cover. Looking for hidden damage, If they only find a little no problem; a lot problem. A little tap up front. You don't buy Miatas for their durability.
2013 Mazda 5 Grand Touring, 2010 Toyota Prius IV. 2007 Toyota Camry XLE, 2004 Toyota Camry LE, 1999 Mazda Miata"
778,December 2015,graphicguy,"Good to hear from you Fezo.....
2018 Acura TLX SH AWD ASpec"
779,December 2015,roadburner,"graphicguy said:
Good to hear from you Fezo.....
Ditto!
Mine: 1995 318ti Club Sport / 2014 M235i / 1999 Wrangler / 1996 Speed Triple Challenge Cup Replica Wife's: 2016 i3 REX/2009 Cooper Clubman Son's: 2009 328i"
780,December 2015,abacomike,"@fezo:

Hope those blood tests are in normal ranges, fezo.  I was a little worried we hadn't heard from you in such a long time.

Good to know you were out of sorts due to partying, though!  
2018 Mercedes S450"
